_class,_id,collectedDate,date,deviceToken,raw
agip2.gcm.collector.plugin.core.contents.persist.mongo.nmea.Nmea,652dce8ae4b0775fde043d76,2023-10-17T00:00:10.615Z,2023-10-17T00:00:10.000Z,f95e0f0fd0ec45969b40da2a681114e1,"$GNGGA,000010.000,3557.515628,N,12658.620233,E,4,48,0.51,22.1,M,20.6,M,1.0,*63
$GNRMC,000010.000,A,3557.515628,N,12658.620233,E,0.001,268.59,171023,,,R,V*28
$GNVTG,268.59,T,,M,0.001,N,0.002,K,D*25
$GNGSA,A,3,05,06,07,11,13,15,20,29,30,,,,0.93,0.51,0.79,1*09
$GNGSA,A,3,68,69,70,83,84,85,,,,,,,0.93,0.51,0.79,2*0E
$GNGSA,A,3,03,07,08,13,15,26,34,,,,,,0.93,0.51,0.79,3*0A
$GNGSA,A,3,02,03,04,05,06,07,08,10,13,16,24,25,0.93,0.51,0.79,4*08
$GNGSA,A,3,03,04,07,,,,,,,,,,0.93,0.51,0.79,5*05
"
agip2.gcm.collector.plugin.core.contents.persist.mongo.nmea.Nmea,652dce8be4b0775fde043e54,2023-10-17T00:00:11.565Z,2023-10-17T00:00:11.000Z,f95e0f0fd0ec45969b40da2a681114e1,"$GNGGA,000011.000,3557.515627,N,12658.620232,E,4,48,0.51,22.1,M,20.6,M,1.0,*6C
$GNRMC,000011.000,A,3557.515627,N,12658.620232,E,0.003,268.59,171023,,,R,V*25
$GNVTG,268.59,T,,M,0.003,N,0.005,K,D*20
$GNGSA,A,3,05,06,07,11,13,15,20,29,30,,,,0.93,0.51,0.79,1*09
$GNGSA,A,3,68,69,70,83,84,85,,,,,,,0.93,0.51,0.79,2*0E
$GNGSA,A,3,03,07,08,13,15,26,34,,,,,,0.93,0.51,0.79,3*0A
$GNGSA,A,3,02,03,04,05,06,07,08,10,13,16,24,25,0.93,0.51,0.79,4*08
$GNGSA,A,3,03,04,07,,,,,,,,,,0.93,0.51,0.79,5*05
"
agip2.gcm.collector.plugin.core.contents.persist.mongo.nmea.Nmea,652dce8ce4b0775fde043f94,2023-10-17T00:00:12.626Z,2023-10-17T00:00:12.000Z,f95e0f0fd0ec45969b40da2a681114e1,"$GNGGA,000012.000,3557.515628,N,12658.620232,E,4,48,0.51,22.1,M,20.6,M,1.0,*60
$GNRMC,000012.000,A,3557.515628,N,12658.620232,E,0.002,268.59,171023,,,R,V*28
$GNVTG,268.59,T,,M,0.002,N,0.003,K,D*27
$GNGSA,A,3,05,06,07,11,13,15,20,29,30,,,,0.96,0.51,0.82,1*08
$GNGSA,A,3,68,69,70,83,84,85,,,,,,,0.96,0.51,0.82,2*0F
$GNGSA,A,3,03,07,08,13,15,26,34,,,,,,0.96,0.51,0.82,3*0B
$GNGSA,A,3,02,03,04,05,06,07,08,10,13,16,24,25,0.96,0.51,0.82,4*09
$GNGSA,A,3,03,04,07,,,,,,,,,,0.96,0.51,0.82,5*04
"
agip2.gcm.collector.plugin.core.contents.persist.mongo.nmea.Nmea,652dce8de4b0775fde044074,2023-10-17T00:00:13.585Z,2023-10-17T00:00:13.000Z,f95e0f0fd0ec45969b40da2a681114e1,"$GNGGA,000013.000,3557.515627,N,12658.620233,E,4,48,0.54,22.1,M,20.6,M,1.0,*6A
$GNRMC,000013.000,A,3557.515627,N,12658.620233,E,0.002,268.59,171023,,,R,V*27
$GNVTG,268.59,T,,M,0.002,N,0.003,K,D*27
$GNGSA,A,3,05,06,07,11,13,15,20,29,30,,,,1.01,0.54,0.86,1*06
$GNGSA,A,3,68,69,70,83,84,85,,,,,,,1.01,0.54,0.86,2*01
$GNGSA,A,3,03,07,08,13,15,26,34,,,,,,1.01,0.54,0.86,3*05
$GNGSA,A,3,02,03,04,05,06,07,08,10,13,16,24,25,1.01,0.54,0.86,4*07
$GNGSA,A,3,03,04,07,,,,,,,,,,1.01,0.54,0.86,5*0A
"
agip2.gcm.collector.plugin.core.contents.persist.mongo.nmea.Nmea,652dce8ee4b0775fde044195,2023-10-17T00:00:14.595Z,2023-10-17T00:00:14.000Z,f95e0f0fd0ec45969b40da2a681114e1,"$GNGGA,000014.000,3557.515628,N,12658.620233,E,4,48,0.52,22.1,M,20.6,M,1.0,*64
$GNRMC,000014.000,A,3557.515628,N,12658.620233,E,0.002,268.59,171023,,,R,V*2F
$GNVTG,268.59,T,,M,0.002,N,0.004,K,D*20
$GNGSA,A,3,05,06,07,11,13,15,20,29,30,,,,0.97,0.52,0.82,1*0A
$GNGSA,A,3,68,69,70,83,84,85,,,,,,,0.97,0.52,0.82,2*0D
$GNGSA,A,3,03,07,08,13,15,26,34,,,,,,0.97,0.52,0.82,3*09
$GNGSA,A,3,02,03,04,05,06,07,08,10,13,16,24,25,0.97,0.52,0.82,4*0B
$GNGSA,A,3,03,04,07,,,,,,,,,,0.97,0.52,0.82,5*06
"
agip2.gcm.collector.plugin.core.contents.persist.mongo.nmea.Nmea,652dce8fe4b0775fde044286,2023-10-17T00:00:15.583Z,2023-10-17T00:00:15.000Z,f95e0f0fd0ec45969b40da2a681114e1,"$GNGGA,000015.000,3557.515629,N,12658.620233,E,4,48,0.52,22.1,M,20.6,M,1.0,*64
$GNRMC,000015.000,A,3557.515629,N,12658.620233,E,0.002,268.59,171023,,,R,V*2F
$GNVTG,268.59,T,,M,0.002,N,0.004,K,D*20
$GNGSA,A,3,05,06,07,11,13,15,20,29,30,,,,0.97,0.52,0.82,1*0A
$GNGSA,A,3,68,69,70,83,84,85,,,,,,,0.97,0.52,0.82,2*0D
$GNGSA,A,3,03,07,08,13,15,26,34,,,,,,0.97,0.52,0.82,3*09
$GNGSA,A,3,02,03,04,05,06,07,08,10,13,16,24,25,0.97,0.52,0.82,4*0B
$GNGSA,A,3,03,04,07,,,,,,,,,,0.97,0.52,0.82,5*06
"
agip2.gcm.collector.plugin.core.contents.persist.mongo.nmea.Nmea,652dce90e4b0775fde0443ba,2023-10-17T00:00:16.645Z,2023-10-17T00:00:16.000Z,f95e0f0fd0ec45969b40da2a681114e1,"$GNGGA,000016.000,3557.515628,N,12658.620234,E,4,47,0.51,22.1,M,20.6,M,1.0,*6D
$GNRMC,000016.000,A,3557.515628,N,12658.620234,E,0.002,268.59,171023,,,R,V*2A
$GNVTG,268.59,T,,M,0.002,N,0.003,K,D*27
$GNGSA,A,3,05,06,11,13,15,20,29,30,,,,,0.96,0.51,0.81,1*0C
$GNGSA,A,3,68,69,70,83,84,85,,,,,,,0.96,0.51,0.81,2*0C
$GNGSA,A,3,03,07,08,13,15,26,34,,,,,,0.96,0.51,0.81,3*08
$GNGSA,A,3,02,03,04,05,06,07,08,10,13,16,24,25,0.96,0.51,0.81,4*0A
$GNGSA,A,3,03,04,07,,,,,,,,,,0.96,0.51,0.81,5*07
"
agip2.gcm.collector.plugin.core.contents.persist.mongo.nmea.Nmea,652dce91e4b0775fde04448b,2023-10-17T00:00:17.575Z,2023-10-17T00:00:17.000Z,f95e0f0fd0ec45969b40da2a681114e1,"$GNGGA,000017.000,3557.515628,N,12658.620234,E,4,46,0.50,22.1,M,20.6,M,1.0,*6C
$GNRMC,000017.000,A,3557.515628,N,12658.620234,E,0.005,268.59,171023,,,R,V*2C
$GNVTG,268.59,T,,M,0.005,N,0.009,K,D*2A
$GNGSA,A,3,05,06,11,13,15,20,29,30,,,,,0.95,0.50,0.81,1*0E
$GNGSA,A,3,68,69,70,83,84,85,,,,,,,0.95,0.50,0.81,2*0E
$GNGSA,A,3,03,07,08,13,15,26,,,,,,,0.95,0.50,0.81,3*0D
$GNGSA,A,3,02,03,04,05,06,07,08,10,13,16,24,25,0.95,0.50,0.81,4*08
$GNGSA,A,3,03,04,07,,,,,,,,,,0.95,0.50,0.81,5*05
"
agip2.gcm.collector.plugin.core.contents.persist.mongo.nmea.Nmea,652dce92e4b0775fde0445b2,2023-10-17T00:00:18.605Z,2023-10-17T00:00:18.000Z,f95e0f0fd0ec45969b40da2a681114e1,"$GNGGA,000018.000,3557.515628,N,12658.620234,E,4,46,0.50,22.1,M,20.6,M,1.0,*63
$GNRMC,000018.000,A,3557.515628,N,12658.620234,E,0.001,268.59,171023,,,R,V*27
$GNVTG,268.59,T,,M,0.001,N,0.001,K,D*26
$GNGSA,A,3,05,06,11,13,15,20,29,30,,,,,0.95,0.50,0.81,1*0E
$GNGSA,A,3,68,69,70,83,84,85,,,,,,,0.95,0.50,0.81,2*0E
$GNGSA,A,3,03,07,08,13,15,26,,,,,,,0.95,0.50,0.81,3*0D
$GNGSA,A,3,02,03,04,05,06,07,08,10,13,16,24,25,0.95,0.50,0.81,4*08
$GNGSA,A,3,03,04,07,,,,,,,,,,0.95,0.50,0.81,5*05
"
agip2.gcm.collector.plugin.core.contents.persist.mongo.nmea.Nmea,652dce93e4b0775fde0446b4,2023-10-17T00:00:19.595Z,2023-10-17T00:00:19.000Z,f95e0f0fd0ec45969b40da2a681114e1,"$GNGGA,000019.000,3557.515628,N,12658.620233,E,4,47,0.50,22.1,M,20.6,M,1.0,*64
$GNRMC,000019.000,A,3557.515628,N,12658.620233,E,0.001,268.59,171023,,,R,V*21
$GNVTG,268.59,T,,M,0.001,N,0.001,K,D*26
$GNGSA,A,3,05,06,11,13,15,20,29,30,,,,,0.95,0.50,0.81,1*0E
$GNGSA,A,3,68,69,70,83,84,85,,,,,,,0.95,0.50,0.81,2*0E
$GNGSA,A,3,03,07,08,13,15,26,34,,,,,,0.95,0.50,0.81,3*0A
$GNGSA,A,3,02,03,04,05,06,07,08,10,13,16,24,25,0.95,0.50,0.81,4*08
$GNGSA,A,3,03,04,07,,,,,,,,,,0.95,0.50,0.81,5*05
"
agip2.gcm.collector.plugin.core.contents.persist.mongo.nmea.Nmea,652dce94e4b0775fde0447dd,2023-10-17T00:00:20.625Z,2023-10-17T00:00:20.000Z,f95e0f0fd0ec45969b40da2a681114e1,"$GNGGA,000020.000,3557.515628,N,12658.620234,E,4,46,0.50,22.1,M,20.6,M,1.0,*68
$GNRMC,000020.000,A,3557.515628,N,12658.620234,E,0.001,268.59,171023,,,R,V*2C
$GNVTG,268.59,T,,M,0.001,N,0.001,K,D*26
$GNGSA,A,3,05,06,11,13,15,20,29,30,,,,,0.94,0.50,0.80,1*0E
$GNGSA,A,3,68,69,70,83,84,85,,,,,,,0.94,0.50,0.80,2*0E
$GNGSA,A,3,03,07,08,13,15,26,34,,,,,,0.94,0.50,0.80,3*0A
$GNGSA,A,3,02,03,04,05,06,07,08,10,13,16,25,27,0.94,0.50,0.80,4*0B
$GNGSA,A,3,03,04,07,,,,,,,,,,0.94,0.50,0.80,5*05
"
agip2.gcm.collector.plugin.core.contents.persist.mongo.nmea.Nmea,652dce95e4b0775fde0448b7,2023-10-17T00:00:21.595Z,2023-10-17T00:00:21.000Z,f95e0f0fd0ec45969b40da2a681114e1,"$GNGGA,000021.000,3557.515628,N,12658.620234,E,4,46,0.50,22.1,M,20.6,M,1.0,*69
$GNRMC,000021.000,A,3557.515628,N,12658.620234,E,0.001,268.59,171023,,,R,V*2D
$GNVTG,268.59,T,,M,0.001,N,0.002,K,D*25
$GNGSA,A,3,05,06,11,13,15,20,29,30,,,,,0.94,0.50,0.80,1*0E
$GNGSA,A,3,68,69,70,83,84,85,,,,,,,0.94,0.50,0.80,2*0E
$GNGSA,A,3,03,07,08,13,15,26,34,,,,,,0.94,0.50,0.80,3*0A
$GNGSA,A,3,02,03,04,05,06,07,08,10,13,16,25,27,0.94,0.50,0.80,4*0B
$GNGSA,A,3,03,04,07,,,,,,,,,,0.94,0.50,0.80,5*05
"
agip2.gcm.collector.plugin.core.contents.persist.mongo.nmea.Nmea,652dce96e4b0775fde0449db,2023-10-17T00:00:22.605Z,2023-10-17T00:00:22.000Z,f95e0f0fd0ec45969b40da2a681114e1,"$GNGGA,000022.000,3557.515628,N,12658.620234,E,4,46,0.50,22.1,M,20.6,M,1.0,*6A
$GNRMC,000022.000,A,3557.515628,N,12658.620234,E,0.002,268.59,171023,,,R,V*2D
$GNVTG,268.59,T,,M,0.002,N,0.003,K,D*27
$GNGSA,A,3,05,06,11,13,15,20,29,30,,,,,0.95,0.50,0.80,1*0F
$GNGSA,A,3,68,69,70,83,84,85,,,,,,,0.95,0.50,0.80,2*0F
$GNGSA,A,3,03,07,08,13,15,26,34,,,,,,0.95,0.50,0.80,3*0B
$GNGSA,A,3,02,03,04,05,06,07,08,10,13,16,25,27,0.95,0.50,0.80,4*0A
$GNGSA,A,3,03,04,07,,,,,,,,,,0.95,0.50,0.80,5*04
"
agip2.gcm.collector.plugin.core.contents.persist.mongo.nmea.Nmea,652dce97e4b0775fde044ad0,2023-10-17T00:00:23.565Z,2023-10-17T00:00:23.000Z,f95e0f0fd0ec45969b40da2a681114e1,"$GNGGA,000023.000,3557.515628,N,12658.620234,E,4,46,0.50,22.1,M,20.6,M,1.0,*6B
$GNRMC,000023.000,A,3557.515628,N,12658.620234,E,0.002,268.59,171023,,,R,V*2C
$GNVTG,268.59,T,,M,0.002,N,0.004,K,D*20
$GNGSA,A,3,05,06,11,13,15,20,29,30,,,,,0.94,0.50,0.80,1*0E
$GNGSA,A,3,68,69,70,83,84,85,,,,,,,0.94,0.50,0.80,2*0E
$GNGSA,A,3,03,07,08,13,15,26,34,,,,,,0.94,0.50,0.80,3*0A
$GNGSA,A,3,02,03,04,05,06,07,08,10,13,16,25,27,0.94,0.50,0.80,4*0B
$GNGSA,A,3,03,04,07,,,,,,,,,,0.94,0.50,0.80,5*05
"
agip2.gcm.collector.plugin.core.contents.persist.mongo.nmea.Nmea,652dce98e4b0775fde044c00,2023-10-17T00:00:24.615Z,2023-10-17T00:00:24.000Z,f95e0f0fd0ec45969b40da2a681114e1,"$GNGGA,000024.000,3557.515628,N,12658.620234,E,4,46,0.50,22.1,M,20.6,M,1.0,*6C
$GNRMC,000024.000,A,3557.515628,N,12658.620234,E,0.003,268.59,171023,,,R,V*2A
$GNVTG,268.59,T,,M,0.003,N,0.006,K,D*23
$GNGSA,A,3,05,06,11,13,15,20,29,30,,,,,0.94,0.50,0.80,1*0E
$GNGSA,A,3,68,69,70,83,84,85,,,,,,,0.94,0.50,0.80,2*0E
$GNGSA,A,3,03,07,08,13,15,26,34,,,,,,0.94,0.50,0.80,3*0A
$GNGSA,A,3,02,03,04,05,06,07,08,10,13,16,25,27,0.94,0.50,0.80,4*0B
$GNGSA,A,3,03,04,07,,,,,,,,,,0.94,0.50,0.80,5*05
"
agip2.gcm.collector.plugin.core.contents.persist.mongo.nmea.Nmea,652dce99e4b0775fde044cfb,2023-10-17T00:00:25.605Z,2023-10-17T00:00:25.000Z,f95e0f0fd0ec45969b40da2a681114e1,"$GNGGA,000025.000,3557.515628,N,12658.620235,E,4,47,0.50,22.1,M,20.6,M,1.0,*6D
$GNRMC,000025.000,A,3557.515628,N,12658.620235,E,0.001,268.59,171023,,,R,V*28
$GNVTG,268.59,T,,M,0.001,N,0.002,K,D*25
$GNGSA,A,3,05,06,11,13,15,20,29,30,,,,,0.95,0.50,0.81,1*0E
$GNGSA,A,3,68,69,70,83,84,85,,,,,,,0.95,0.50,0.81,2*0E
$GNGSA,A,3,03,07,08,13,15,26,34,,,,,,0.95,0.50,0.81,3*0A
$GNGSA,A,3,02,03,04,05,06,07,08,10,13,16,25,27,0.95,0.50,0.81,4*0B
$GNGSA,A,3,03,04,07,,,,,,,,,,0.95,0.50,0.81,5*05
"
agip2.gcm.collector.plugin.core.contents.persist.mongo.nmea.Nmea,652dce9ae4b0775fde044e0c,2023-10-17T00:00:26.605Z,2023-10-17T00:00:26.000Z,f95e0f0fd0ec45969b40da2a681114e1,"$GNGGA,000026.000,3557.515628,N,12658.620233,E,4,46,0.51,22.1,M,20.6,M,1.0,*68
$GNRMC,000026.000,A,3557.515628,N,12658.620233,E,0.001,268.59,171023,,,R,V*2D
$GNVTG,268.59,T,,M,0.001,N,0.002,K,D*25
$GNGSA,A,3,05,06,11,13,15,20,29,30,,,,,0.95,0.51,0.81,1*0F
$GNGSA,A,3,68,69,70,83,84,85,,,,,,,0.95,0.51,0.81,2*0F
$GNGSA,A,3,03,07,08,13,15,26,34,,,,,,0.95,0.51,0.81,3*0B
$GNGSA,A,3,02,03,04,05,06,07,08,10,13,16,25,27,0.95,0.51,0.81,4*0A
$GNGSA,A,3,03,04,07,,,,,,,,,,0.95,0.51,0.81,5*04
"
agip2.gcm.collector.plugin.core.contents.persist.mongo.nmea.Nmea,652dce9be4b0775fde044f04,2023-10-17T00:00:27.585Z,2023-10-17T00:00:27.000Z,f95e0f0fd0ec45969b40da2a681114e1,"$GNGGA,000027.000,3557.515628,N,12658.620234,E,4,47,0.51,22.1,M,20.6,M,1.0,*6F
$GNRMC,000027.000,A,3557.515628,N,12658.620234,E,0.002,268.59,171023,,,R,V*28
$GNVTG,268.59,T,,M,0.002,N,0.003,K,D*27
$GNGSA,A,3,05,06,11,13,15,20,29,30,,,,,0.95,0.51,0.81,1*0F
$GNGSA,A,3,68,69,70,83,84,85,,,,,,,0.95,0.51,0.81,2*0F
$GNGSA,A,3,03,07,08,13,15,26,34,,,,,,0.95,0.51,0.81,3*0B
$GNGSA,A,3,02,03,04,05,06,07,08,10,13,16,25,27,0.95,0.51,0.81,4*0A
$GNGSA,A,3,03,04,07,,,,,,,,,,0.95,0.51,0.81,5*04
"
